Date,Phase,muscle_group,Exercise,Weight (lbs),Set Number,Reps,Bodyweight,Notes:
2025-07-21,Cut,Push,Rope Pushdown Tricep,120,2,7,NA,
2025-07-21,Cut,Push,Rope Overhead Tricep,110,1,7,NA,
2025-07-21,Cut,Push,Rope Overhead Tricep,100,2,7,NA,
2025-07-28,Cut,Push,Seated Machine Incline Press,125,1,6,148.8,
2025-07-28,Cut,Push,Seated Machine Incline Press,115,1,7,148.8,
2025-07-28,Cut,Push,Seated Cable Chest Press,150,1,8,148.8,
2025-07-28,Cut,Push,Seated Cable Chest Press,150,2,8,148.8,
2025-07-28,Cut,Push,Cable Lateral Raise,40,1,8,148.8,
2025-07-28,Cut,Push,Cable Lateral Raise,40,2,7,148.8,
2025-07-28,Cut,Push,Rope Pushdown Tricep,120,1,10,148.8,
2025-07-28,Cut,Push,Rope Pushdown Tricep,120,2,8,148.8,
2025-07-28,Cut,Push,Rope Overhead Tricep,100,1,6,148.8,
2025-07-29,Cut,Pull,Lat Pulldown,190,1,6,146,
2025-07-29,Cut,Pull,Lat Pulldown,190,2,7,146,
2025-07-29,Cut,Pull,Lat Pulldown,190,3,5,146,
2025-07-29,Cut,Pull,Seated Cable Rows,190,3,5,146,
2025-07-29,Cut,Pull,Cable Pullovers,100,1,8,146,
2025-07-29,Cut,Pull,Cable Pullovers,100,2,8,146,
2025-07-29,Cut,Pull,Isolated Rear Delt Cable,25,1,8,146,
2025-07-29,Cut,Pull,Isolated Rear Delt Cable,25,2,8,146,
2025-07-29,Cut,Pull,Bar Cable Curls,110,1,8,146,
2025-07-29,Cut,Pull,Bar Cable Curls,110,2,8,146,
2025-07-29,Cut,Pull,Bar Cable Curls,110,2,8,146,
2025-07-29,Cut,Pull,Rope Hammer Curls,130,1,8,146,
2025-07-29,Cut,Pull,Rope Hammer Curls,130,2,8,146,
2025-07-31,Cut,Push,Cable Lateral Raise,35,1,8,147,focus on strict form today
2025-07-31,Cut,Push,Cable Lateral Raise,35,2,8,147,focus on strict form today
2025-07-31,Cut,Push,Rope Front Delt Raises,60,1,8,147,focus on strict form today
2025-07-31,Cut,Push,Rope Front Delt Raises,60,2,8,147,focus on strict form today
2025-07-31,Cut,Pull,Reverse Pec Dec Rear Delts,90,1,10,147,focus on strict form today
2025-07-31,Cut,Pull,Reverse Pec Dec Rear Delts,90,2,10,147,focus on strict form today
2025-07-31,Cut,Pull,Seated Machine Preacher Curl,90,1,4,147,focus on strict form today
2025-07-31,Cut,Pull,Seated Machine Preacher Curl,80,2,7,147,focus on strict form today
2025-08-05,Cut,Push,Smith Machine Incline Press,180,1,8,147,
2025-08-05,Cut,Push,Smith Machine Incline Press,180,2,7,147,
2025-08-05,Cut,Push,Pec Dec,140,1,8,147,
2025-08-05,Cut,Push,Pec Dec,140,2,8,147,
2025-08-05,Cut,Pull,T Bar Rows,70,1,8,147,
2025-08-05,Cut,Pull,T Bar Rows,70,2,8,147,rough 8
2025-08-05,Cut,Pull,Seated Cable Rows,170,1,8,147,rough 8
2025-08-11,Cut,Push,Incline Bench Press,165,1,7,145.2,
2025-08-11,Cut,Push,Incline Bench Press,165,2,7,145.2,
2025-08-11,Cut,Push,Chest Fly,90,1,8,145.2,lower focus
2025-08-11,Cut,Push,Chest Fly,90,2,8,145.2,lower focus
2025-08-11,Cut,Push,Isolated Overhead Tricep,45,1,10,145.2,
2025-08-11,Cut,Push,Isolated Overhead Tricep,45,2,8,145.2,
2025-08-11,Cut,Push,Isolated Pushdown Tricep,60,1,5,145.2,
2025-08-11,Cut,Push,Cable Lateral Raise,45,1,4,145.2,
2025-08-11,Cut,Push,Cable Lateral Raise,45,2,6,145.2,
2025-08-12,Cut,Pull,T Bar Rows,80,1,7,NA,
2025-08-12,Cut,Pull,T Bar Rows,80,2,6,NA,
2025-08-12,Cut,Pull,Seated Machine Rows,180,1,8,NA,
2025-08-12,Cut,Pull,Isolated Reverse Pec Dec Rear Delts,100,1,8,NA,
2025-08-12,Cut,Pull,Isolated Reverse Pec Dec Rear Delts,100,2,7,NA,
2025-08-12,Cut,Pull,Standing Dumbell Curls,42.5,1,7,NA,
2025-08-12,Cut,Pull,Standing Dumbell Curls,42.5,2,6,NA,
2025-08-12,Cut,Pull,Standing Dumbell Hammer Curls,42.5,1,10,NA,
2025-08-12,Cut,Pull,Standing Dumbell Hammer Curls,42.5,2,10,NA,
2025-08-14,Cut,Push,Bench Press,205,1,6,NA,
2025-08-14,Cut,Push,Bench Press,205,2,6,NA,
2025-08-16,Cut,Push,Cable Lateral Raise,40,1,7,144,
2025-08-16,Cut,Push,Cable Lateral Raise,40,2,7,144,
2025-08-16,Cut,Push,Cable Lateral Raise,40,3,6,144,
2025-08-16,Cut,Pull,Rear Delt Cable,30,1,7,144,
2025-08-16,Cut,Pull,Rear Delt Cable,25,2,7,144,Did not rest long enough
2025-08-16,Cut,Pull,Rear Delt Cable,25,3,8,144,
2025-08-16,Cut,Push,Military Press,95,1,6,144,
2025-08-16,Cut,Push,Military Press,95,2,6,144,
2025-08-16,Cut,Push,Military Press,95,3,4,144,
2025-08-16,Cut,Push,Standing Dumbell Curls,35,1,8,144,
2025-08-16,Cut,Push,Standing Dumbell Curls,35,2,8,144,
2025-08-16,Cut,Push,Standing Dumbell Curls,35,3,8,144,
2025-08-16,Cut,Push,Rope Overhead Tricep,110,1,6,144,
2025-08-16,Cut,Push,Rope Overhead Tricep,110,2,6,144,
2025-08-16,Cut,Push,Rope Overhead Tricep,110,3,4,144,
2025-08-16,Cut,Push,Rope Pushdown Tricep,110,1,7,144,Didn’t rest long enough
2025-08-16,Cut,Push,Rope Pushdown Tricep,110,2,8,144,
2025-08-16,Cut,Pull,Rope Hammer Curls,130,1,8,144,
2025-08-16,Cut,Pull,Rope Hammer Curls,130,2,8,144,
2025-08-18,Cut,Push,Smith Machine Incline Press,180,1,7,NA,
2025-08-18,Cut,Push,Smith Machine Incline Press,180,2,7,NA,
2025-08-18,Cut,Push,Seated Cable Chest Press,150,1,8,NA,
2025-08-18,Cut,Push,Seated Cable Chest Press,150,2,4,NA,
2025-08-18,Cut,Push,Machine Lateral Raise,100,1,7,NA,
2025-08-18,Cut,Push,Machine Lateral Raise,100,2,6,NA,
2025-08-18,Cut,Push,Machine Lateral Raise,100,3,4,NA,
2025-08-18,Cut,Push,Rope Overhead Tricep,110,1,4,NA,
2025-08-18,Cut,Push,Rope Overhead Tricep,90,2,6,NA,
2025-08-18,Cut,Push,Rope Pushdown Tricep,90,1,10,NA,STRICT
2025-08-21,Cut,Push,Bench Press,205,1,7,NA,
2025-08-21,Cut,Push,Bench Press,205,2,6,NA,
2025-08-21,Cut,Push,Upward Chest Fly,35,1,8,NA,
2025-08-21,Cut,Push,Upward Chest Fly,35,2,7,NA,
2025-08-21,Cut,Pull,T Bar Rows,70,1,8,NA,
2025-08-21,Cut,Pull,T Bar Rows,70,2,5,NA,
2025-08-21,Cut,Pull,Pullups,0,1,10,NA,
2025-08-21,Cut,Pull,Pullups,0,2,8,NA,
2025-08-22,Cut,Push,Cable Lateral Raise,40,1,8,NA,
2025-08-22,Cut,Push,Cable Lateral Raise,40,2,7,NA,
2025-08-22,Cut,Pull,Rear Delt Cable,40,1,6,NA,
2025-08-22,Cut,Pull,Rear Delt Cable,40,2,7,NA,
2025-08-22,Cut,Push,Military Press,95,1,8,NA,
2025-08-22,Cut,Push,Military Press,95,2,5,NA,
2025-08-22,Cut,Push,Smith Machine JM Press,50,1,8,NA,
2025-08-22,Cut,Push,Smith Machine JM Press,50,2,7,NA,
2025-08-22,Cut,Push,Rope Pushdown Tricep,120,1,7,NA,
2025-08-22,Cut,Push,Rope Pushdown Tricep,120,2,5,NA,
2025-08-22,Cut,Pull,Bar Cable Curls,110,1,8,NA,
2025-08-22,Cut,Pull,Bar Cable Curls,120,2,6,NA,
2025-08-22,Cut,Pull,Rope Hammer Curls,130,1,8,NA,
2025-08-25,Cut,Push,Seated Machine Incline Press,115,1,8,141.8,
2025-08-25,Cut,Push,Seated Machine Incline Press,115,2,6,141.8,
2025-08-25,Cut,Push,Chest Fly,100,1,9,141.8,
2025-08-25,Cut,Push,Chest Fly,100,2,8,141.8,
2025-08-25,Cut,Push,Chest Fly,100,3,6,141.8,
2025-08-25,Cut,Push,Cable Lateral Raise,40,1,6,141.8,
2025-08-25,Cut,Push,Cable Lateral Raise,35,2,8,141.8,
2025-08-25,Cut,Push,Isolated Pushdown Tricep,60,1,6,141.8,
2025-08-25,Cut,Push,Isolated Pushdown Tricep,50,2,8,141.8,
2025-08-25,Cut,Push ,Rope Overhead Tricep,100,1,6,141.8,
2025-08-25,Cut,Push ,Rope Overhead Tricep,100,2,7,141.8,
2025-08-25,Cut,Pull,T Bar Rows,80,1,5,NA,
2025-08-26,Cut,Pull,T Bar Rows,70,2,7,NA,
2025-08-26,Cut,Pull,Lat Pulldown,180,1,6,NA,
2025-08-26,Cut,Pull,Lat Pulldown,160,2,7,NA,
2025-08-26,Cut,Pull,Lat Pulldown,160,3,7,NA,
2025-08-26,Cut,Pull,Isolated Rear Delt Cable,40,1,6,NA,
2025-08-26,Cut,Pull,Isolated Rear Delt Cable,35,1,7,NA,
2025-08-26,Cut,Pull,Standing Dumbell Curls,37.5,1,8,NA,
2025-08-26,Cut,Pull,Standing Dumbell Curls,37.5,2,7,NA,
2025-09-02,Cut,Push,Bench Press,205,1,7,NA,
2025-09-02,Cut,Push,Bench Press,205,2,5,NA,
2025-09-02,Cut,Push ,Seated Cable Chest Press,150,1,8,NA,
2025-09-02,Cut,Push ,Seated Cable Chest Press,150,2,5,NA,
2025-09-02,Cut,Push,Dumbell Lateral Raises,30,1,12,NA,
2025-09-02,Cut,Push,Dumbell Lateral Raises,30,2,8,NA,
2025-09-02,Cut,Push,Rope Overhead Tricep,100,1,8,NA,
2025-09-02,Cut,Push,Rope Overhead Tricep,100,2,5,NA,
2025-09-02,Cut,Push,Rope Pushdown Tricep,110,1,6,NA,
2025-09-02,Cut,Push,Rope Pushdown Tricep,110,2,6,NA,
2025-09-05,Cut,Push,Cable Lateral Raise,40,1,6,NA,
2025-09-05,Cut,Push,Cable Lateral Raise,35,2,8,NA,
2025-09-05,Cut,Push,Machine Shoulder Press,160,1,8,NA,
2025-09-05,Cut,Push,Machine Shoulder Press,160,2,8,NA,
2025-09-05,Cut,Push,isolated Reverse Pec Dec Rear Delts,100,1,8,NA,
2025-09-05,Cut,Push,isolated Reverse Pec Dec Rear Delts,120,2,8,NA,
2025-09-05,Cut,Push,Rope Pushdown Tricep,120,1,8,NA,
2025-09-05,Cut,Push,Rope Pushdown Tricep,120,2,8,NA,
2025-09-05,Cut,Push,Rope Overhead Tricep,90,1,7,NA,
2025-09-05,Cut,Push,Rope Overhead Tricep,90,2,6,NA,
2025-09-05,Cut,Pull,Standing Dumbell Curls,37.5,1,8,NA,
2025-09-05,Cut,Pull,Standing Dumbell Curls,37.5,2,8,NA,
2025-09-08,Cut,Push,Smith Machine Incline Press,160,1,8,NA,
2025-09-08,Cut,Push,Smith Machine Incline Press,160,2,8,NA,
2025-09-08,Cut,Push,Smith Machine Incline Press,160,3,8,NA,
2025-09-08,Cut,Push,Seated Cable Chest Press,150,1,6,NA,
2025-09-08,Cut,Push,Seated Cable Chest Press,140,2,6,NA,
2025-09-08,Cut,Push,Seated Cable Chest Press,140,3,5,NA,
2025-09-08,Cut,Push,Cable Lateral Raise,40,1,6,NA,
2025-09-08,Cut,Push,Cable Lateral Raise,40,2,6,NA,
2025-09-08,Cut,Push,Cable Lateral Raise,30,3,8,NA,
2025-09-08,Cut,Push,Rope Overhead Tricep,90,1,4,NA,
2025-09-08,Cut,Push,Rope Overhead Tricep,80,2,5,NA,
2025-09-11,Cut,Push,Bench Press,205,1,6,NA,
2025-09-11,Cut,Push,Bench Press,185,2,8,NA,
2025-09-11,Cut,Push,Pec Dec,130,1,8,NA,
2025-09-11,Cut,Push,Pec Dec,130,2,5,NA,
2025-09-11,Cut,Pull,T Bar Rows,70,1,8,NA,
2025-09-11,Cut,Pull,T Bar Rows,70,2,7,NA,
2025-09-11,Cut,Push,Dumbell Lateral Raises,25,1,15,NA,
2025-09-11,Cut,Push,Dumbell Lateral Raises,25,2,20,NA,
2025-09-11,Cut,Pull,Pullups,0,1,15,NA,
2025-09-11,Cut,Pull,Pullups,0,2,8,NA,
2025-09-22,Cut,Push,Seated Machine Incline Press,115,1,8,138.2,
2025-09-22,Cut,Push,Seated Machine Incline Press,115,2,6,138.2,
2025-09-22,Cut,Push,Seated Machine Incline Press,105,3,4,138.2,
2025-09-22,Cut,Push,Seated Dumbell Curls,30,1,10,138.2,
2025-09-22,Cut,Push,Seated Dumbell Curls,30,2,8,138.2,
2025-09-22,Cut,Push,Seated Dumbell Curls,30,3,8,138.2,
2025-09-22,Cut,Push,Weighted Dips,45,1,12,138.2,
2025-09-22,Cut,Push,Weighted Dips,45,2,11,138.2,
2025-09-22,Cut,Push,Weighted Dips,45,3,8,138.2,
2025-09-23,Cut,Pull,Lat Pulldown,170,1,8,NA,
2025-09-23,Cut,Pull,Lat Pulldown,170,2,8,NA,
2025-09-23,Cut,Pull,Lat Pulldown,170,3,7,NA,
2025-09-23,Cut,Pull,Barbell Rows,185,1,6,NA,
2025-09-23,Cut,Pull,Barbell Rows,155,2,12,NA,
2025-09-23,Cut,Push,Dumbell Lateral Raises,25,1,15,NA,
2025-09-23,Cut,Push,Dumbell Lateral Raises,25,2,15,NA,
2025-09-23,Cut,Push,Dumbell Lateral Raises,25,3,15,NA,
2025-09-23,Cut,Pull,Rear Delt Cable,35,1,8,NA,
2025-09-23,Cut,Pull,Rear Delt Cable,35,2,8,NA,
2025-09-23,Cut,Push,Isolated Pushdown Tricep,45,1,8,NA,
2025-09-23,Cut,Push,Isolated Pushdown Tricep,45,2,8,NA,
2025-09-23,Cut,Push,Kickback Tricep,35,1,8,NA,
2025-09-23,Cut,Push,Kickback Tricep,35,1,8,NA,
2025-10-02,Cut,Push,Smith Machine Incline Press,140,1,8,138,Got sick but we back
2025-10-02,Cut,Push,Smith Machine Incline Press,140,2,8,138,
2025-10-02,Cut,Push,Smith Machine Incline Press,140,3,6,138,
2025-10-02,Cut,Push,Seated Machine Incline Press,130,1,7,138,
2025-10-02,Cut,Push,Seated Machine Incline Press,130,2,6,138,
2025-10-02,Cut,Push,Seated Machine Incline Press,130,3,6,138,
2025-10-02,Cut,Push,Dumbell Lateral Raises,27.5,1,10,138,
2025-10-02,Cut,Push,Dumbell Lateral Raises,27.5,2,10,138,
2025-10-02,Cut,Push,Dumbell Lateral Raises,27.5,3,10,138,
2025-10-02,Cut,Push,Bar Pushdown Tricep,100,1,8,138,
2025-10-02,Cut,Push,Bar Pushdown Tricep,110,2,8,138,
2025-10-02,Cut,Push,Bar Pushdown Tricep,110,3,8,138,
2025-10-02,Cut,Push,Bar Overhead Tricep,100,1,8,138,
2025-10-02,Cut,Push,Bar Overhead Tricep,70,2,8,138,
2025-10-02,Cut,Push,Bar Overhead Tricep,70,3,8,138,
2025-10-06,Cut,Push,Seated Machine Incline Press,90,1,10,137.5,
2025-10-06,Cut,Push,Seated Machine Incline Press,90,2,9,137.5,
2025-10-06,Cut,Push,Seated Machine Incline Press,90,3,9,137.5,
2025-10-06,Cut,Push,Seated Cable Chest Press,120,1,8,137.5,
2025-10-06,Cut,Push,Seated Cable Chest Press,120,2,8,137.5,
2025-10-06,Cut,Push,Seated Cable Chest Press,120,3,8,137.5,
2025-10-07,Cut,Pull,Pullups,0,1,15,NA,
2025-10-07,Cut,Pull,Pullups,0,2,12,NA,
2025-10-07,Cut,Pull,Pullups,0,3,9,NA,
2025-10-07,Cut,Pull,Cable Pullovers,100,1,8,NA,
2025-10-07,Cut,Pull,Cable Pullovers,100,2,8,NA,
2025-10-07,Cut,Pull,Cable Pullovers,100,3,8,NA,
2025-10-07,Cut,Pull,Isolated Rear Delt Cable,25,1,8,NA,
2025-10-07,Cut,Pull,Isolated Rear Delt Cable,25,2,8,NA,
2025-10-07,Cut,Pull,Isolated Rear Delt Cable,30,3,8,NA,
2025-10-07,Cut,Pull,Standing Dumbell Curls,37.5,1,8,NA,
2025-10-07,Cut,Pull,Standing Dumbell Curls,37.5,2,8,NA,
2025-10-07,Cut,Pull,Standing Dumbell Curls,37.5,3,6,NA,
2025-10-07,Cut,Pull,Seated Dumbell Hammer Curls,25,1,12,NA,
2025-10-07,Cut,Pull,Seated Dumbell Hammer Curls,25,2,12,135.8,
2025-10-10,Cut,Push,Cable Lateral Raise,40,1,4,135.8,
2025-10-10,Cut,Push,Cable Lateral Raise,35,2,6,135.8,
2025-10-10,Cut,Push,Cable Lateral Raise,35,3,6,135.8,
2025-10-10,Cut,Pull,Reverse Pec Dec Rear Delts,170,1,6,135.8,
2025-10-10,Cut,Pull,Reverse Pec Dec Rear Delts,170,2,6,135.8,
2025-10-10,Cut,Pull,Reverse Pec Dec Rear Delts,165,3,5,135.8,
2025-10-10,Cut,Pull,Seated Dumbell Curls,30,1,8,135.8,
2025-10-10,Cut,Pull,Seated Dumbell Curls,30,2,8,135.8,
2025-10-10,Cut,Pull,Seated Dumbell Curls,30,3,8,135.8,
2025-10-10,Cut,Pull,Rope Hammer Curls,130,1,6,135.8,
2025-10-10,Cut,Pull,Rope Hammer Curls,130,2,6,135.8,
2025-10-10,Cut,Push,Kickback Tricep,50,1,8,135.8,
2025-10-10,Cut,Push,Kickback Tricep,50,2,8,135.8,
2025-10-14,Cut,Push,Seated Machine Incline Press,115,1,8,135.8,
2025-10-14,Cut,Push,Seated Machine Incline Press,115,2,5,135.8,
2025-10-14,Cut,Push,Seated Machine Incline Press,115,3,3,135.8,
2025-10-14,Cut,Push,Dumbell Lateral Raises,25,1,15,135.8,
2025-10-14,Cut,Push,Dumbell Lateral Raises,25,2,15,135.8,
2025-10-14,Cut,Push,Dumbell Lateral Raises,25,3,15,135.8,
2025-10-14,Cut,Push,Bench Press,155,1,7,135.8,
2025-10-14,Cut,Push,Bench Press,155,2,6,135.8,
2025-10-14,Cut,Push,Bench Press,155,3,6,135.8,
2025-10-14,Cut,Push,Rope Overhead Tricep,80,1,8,135.8,
2025-10-14,Cut,Push,Rope Overhead Tricep,90,2,6,135.8,
2025-10-14,Cut,Push,Rope Pushdown Tricep,110,1,6,135.8,
2025-10-14,Cut,Push,Rope Pushdown Tricep,100,2,8,135.8,
2025-10-15,Cut,Legs,Leg Press,270,1,10,136.9,
2025-10-15,Cut,Legs,Leg Press,270,2,10,136.9,
2025-10-15,Cut,Legs,Leg Press,270,3,10,136.9,
2025-10-15,Cut,Legs,Leg Extenstions,170,1,9,136.9,
2025-10-15,Cut,Legs,Leg Extenstions,170,2,10,136.9,
2025-10-15,Cut,Legs,Leg Extenstions,170,3,10,136.9,
2025-10-15,Cut,Legs,Lying Leg Curls,100,1,10,136.9,
2025-10-15,Cut,Legs,Lying Leg Curls,100,2,9,136.9,
2025-10-16,Cut,Pull,Pullups,0,1,18,NA,
2025-10-16,Cut,Pull,Pullups,0,1,12,NA,
2025-10-16,Cut,Pull,Pullups,0,1,8,NA,
2025-10-17,Cut,Push,Seated Military Press,95,1,12,NA,
2025-10-17,Cut,Push,Seated Military Press,95,2,12,NA,
2025-10-17,Cut,Push,Cable Lateral Raise,35,1,8,NA,
2025-10-17,Cut,Push,Cable Lateral Raise,35,2,7,NA,
2025-10-17,Cut,Pull,Rear Delt Cable,35,1,6,NA,
2025-10-17,Cut,Pull,Rear Delt Cable,25,2,8,NA,
2025-10-17,Cut,Push,Tricep Kickback,45,1,8,NA,
2025-10-17,Cut,Push,Tricep Kickback,50,2,6,NA,
2025-10-17,Cut,Push,Bar Pushdown Tricep,110,1,8,NA,
2025-10-17,Cut,Push,Bar Pushdown Tricep,110,2,8,NA,
2025-10-22,Cut,Push,Seated Machine Incline Press,115,1,8,136,
2025-10-22,Cut,Push,Seated Machine Incline Press,115,2,6,136,
2025-10-22,Cut,Push,Chest Fly,90,1,11,136,
2025-10-22,Cut,Push,Chest Fly,90,2,10,136,
2025-10-22,Cut,Push,Chest Fly,90,3,8,136,
2025-10-22,Cut,Push,Dumbell Lateral Raises,27.5,1,15,136,
2025-10-22,Cut,Push,Dumbell Lateral Raises,27.5,2,15,136,
2025-10-22,Cut,Push,Dumbell Lateral Raises,27.5,3,10,136,
2025-10-22,Cut,Push,Tricep Kickback,45,1,8,136,
2025-10-22,Cut,Push,Tricep Kickback,45,2,8,136,
2025-10-23,Cut,Push,Lat Pulldown,180,1,8,NA,
2025-10-23,Cut,Push,Lat Pulldown,180,2,8,NA,
2025-10-23,Cut,Push,Seated Cable Rows,160,1,8,NA,
2025-10-23,Cut,Push,Seated Cable Rows,160,2,8,NA,
2025-10-23,Cut,Push,Rear Delt Cable,30,1,8,NA,
2025-10-23,Cut,Push,Rear Delt Cable,30,2,6,NA,
2025-10-23,Cut,Push,Standing Dumbell Curls,35,1,8,NA,
2025-10-23,Cut,Push,Standing Dumbell Curls,35,2,8,NA,
2025-10-23,Cut,Push,Standing Dumbell Curls,35,3,8,NA,
2025-10-23,Cut,Push,Standing Dumbell Hammer Curls,35,1,20,NA,
2025-10-23,Cut,Push,Standing Dumbell Hammer Curls,35,2,22,NA,
2025-10-27,Cut,Push,Smith Machine Incline Press,160,1,8,135.4,
2025-10-27,Cut,Push,Smith Machine Incline Press,160,2,7,135.4,
2025-10-27,Cut,Push,Smith Machine Incline Press,160,3,5,135.4,
2025-10-27,Cut,Push,Chest Fly,90,1,12,135.4,
2025-10-27,Cut,Push,Chest Fly,90,2,11,135.4,
2025-10-27,Cut,Push,Chest Fly,90,3,10,135.4,
2025-10-27,Cut,Push,Cable Lateral Raise,40,1,8,135.4,
2025-10-27,Cut,Push,Cable Lateral Raise,40,2,6,135.4,
2025-10-27,Cut,Push,Cable Lateral Raise,35,3,6,135.4,
2025-10-27,Cut,Push,Rope Overhead Tricep,110,1,4,135.4,
2025-10-27,Cut,Push,Rope Overhead Tricep,110,2,6,135.4,
2025-10-27,Cut,Push,Rope Pushdown Tricep,100,1,8,135.4,
2025-10-27,Cut,Push,Rope Pushdown Tricep,100,2,6,135.4,
2025-10-28,Cut,Pull,T Bar Rows,80,1,6,135.1,
2025-10-28,Cut,Pull,T Bar Rows,70,2,7,135.1,
2025-10-28,Cut,Pull,T Bar Rows,70,3,6,135.1,
2025-10-28,Cut,Pull,Seated Cable Rows,150,1,8,135.1,
2025-10-28,Cut,Pull,Seated Cable Rows,150,2,8,135.1,
2025-10-28,Cut,Pull,Seated Cable Rows,150,3,8,135.1,
2025-10-28,Cut,Pull,Rear Delt Cable,30,1,8,135.1,
2025-10-28,Cut,Pull,Rear Delt Cable,30,2,8,135.1,
2025-10-28,Cut,Pull,Rear Delt Cable,30,3,8,135.1,
2025-10-28,Cut,Pull,Bar Cable Curls,120,1,7,135.1,
2025-10-28,Cut,Pull,Bar Cable Curls,110,2,8,135.1,
